0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8333, -0.8261, 1.0, 0.8190, 0.7360, 0.0094, 0.2721, 0.3434, 0.6150, 0.1227
1, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7500, -0.7391, 1.0, 0.8070, 0.7480, 0.0094, 0.2836, 0.3441, 0.6075, 0.1330
2, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6667, -0.6522, 1.0, 0.7970, 0.7760, 0.0094, 0.2757, 0.3438, 0.6075, 0.1330
3, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5833, -0.5652, 1.0, 0.7900, 0.7880, 0.0095, 0.2171, 0.3424, 0.6075, 0.1432
4, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5000, -0.4783, 1.0, 0.7890, 0.7960, 0.0095, 0.2029, 0.3448, 0.6000, 0.1432
5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4167, -0.3913, 1.0, 0.7850, 0.8080, 0.0099, 0.1382, 0.3579, 0.6000, 0.1432
6, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333, -0.3043, 1.0, 0.7870, 0.8280, 0.0542, 0.1907, 0.4081, 0.6000, 0.1432
7, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2500, -0.2174, 1.0, 0.8020, 0.8360, 0.2179, 0.2211, 0.5224, 0.6300, 0.1432
8, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1667, -0.1304, 1.0, 0.8340, 0.8040, 0.4214, 0.2654, 0.5754, 0.6675, 0.1432
9, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0833, -0.0435, 1.0, 0.8650, 0.7120, 0.5536, 0.3546, 0.5908, 0.6675, 0.1330
